区域,名称,景点id,类型,级别,热度,经纬度
天津·天津·蓟县,天津蓟州黄崖关长城景区,1548137918,文化古迹,4A景区,热度 0.,"117.451814,40.250234"
重庆·重庆·大足石刻,宝顶山景区,256420501,文化古迹,,热度 0.,"105.803535,29.757869"
湖南·张家界·武陵源区,武陵源风景名胜区,3726533679,文化古迹,,热度 1.,"110.487843,29.3416"
浙江·金华·兰溪市,诸葛八卦村,3455566917,文化古迹,4A景区,热度 0.,"119.307214,29.252718"
江西·吉安·青原区,美陂古村,770887252,文化古迹,4A景区,热度 0.,"115.126971,26.943364"
广西·桂林·阳朔县,兴坪古镇,253741351,文化古迹,3A景区,热度 0.,"110.532904,24.922843"
河南·开封·鼓楼区,铁塔公园,2375349118,文化古迹,4A景区,热度 0.,"114.376267,34.822768"
四川·成都·蒲江县,石象湖,1528209311,文化古迹,4A景区,热度 0.,"103.43155,30.19131"
陕西·渭南·韩城市,党家村,1369822698,文化古迹,,热度 0.,"110.483412,35.549951"
广东·广州·花都区,圆玄道观,1253915151,文化古迹,,热度 0.,"113.186614,23.404291"
台湾·台北,101大楼,109393313,文化古迹,,热度 1.,"121.56496,25.033616"
江苏·常州·天宁区,天宁禅寺,92629856,文化古迹,4A景区,热度 0.,"119.976285,31.779932"
安徽·黄山·徽州区,呈坎,4063128222,文化古迹,5A景区,热度 0.,"118.293031,29.928992"
河南·安阳·汤阴县,羑里城,3011365998,文化古迹,4A景区,热度 0.,"114.36214,35.960932"
北京·北京·延庆县,八达岭古长城,3648853198,文化古迹,3A景区,热度 0.,"115.994028,40.348353"
辽宁·沈阳·东陵区,沈阳清福陵,946011465,文化古迹,4A景区,热度 0.,"123.597549,41.835813"
浙江·台州·临海市,江南长城,3531990747,文化古迹,4A景区,热度 0.,"121.129629,28.857008"
北京·北京·东城区,国子监,4092945622,文化古迹,4A景区,热度 0.,"116.420453,39.952927"
云南·保山·腾冲,和顺古镇,152700960,文化古迹,4A景区,热度 1.,"98.461427,25.014828"
内蒙古·包头·石拐区,五当召,3231835384,文化古迹,4A景区,热度 0.,"110.320996,40.797434"
山西·晋中·介休市,绵山,1786655746,文化古迹,5A景区,热度 0.,"111.955624,36.891096"
山东·济宁·三孔,曲阜孔庙,732439708,文化古迹,,热度 0.,"116.996346,35.598318"
山东·威海·荣成市,西霞口,1963769077,文化古迹,4A景区,热度 0.,"122.638932,37.417408"
山东·淄博·周村区,周村古商城,3119814436,文化古迹,4A景区,热度 0.,"117.848444,36.807"
山东·威海·荣成市,石岛赤山,4267861615,文化古迹,4A景区,热度 0.,"122.408683,36.908852"
内蒙古·呼和浩特·玉泉区,席力图召,556447283,文化古迹,3A景区,热度 0.,"111.663061,40.805728"
四川·德阳·广汉市,三星堆,1965058461,文化古迹,4A景区,热度 1.,"104.22944,31.007071"
北京·北京·西城区,宋庆龄故居,2322087287,文化古迹,3A景区,热度 0.,"116.389564,39.951738"
福建·龙岩·武平县,梁野山,1017304160,文化古迹,4A景区,热度 0.,"116.194138257,25.1670096244"
河北·邯郸·涉县,娲皇宫,679128621,文化古迹,5A景区,热度 1.,"113.629833,36.649967"
广东·东莞·东莞市,南社明清古建筑群,1937996205,文化古迹,,热度 0.,"113.909952,23.073563"
安徽·黄山·屯溪区,花山谜窟,3848362749,文化古迹,4A景区,热度 0.,"118.395974,29.750068"
浙江·杭州·西湖,城隍阁,1672177799,文化古迹,,热度 0.,"120.171161,30.242179"
湖南·长沙·天心区,天心阁,1415873171,文化古迹,4A景区,热度 0.,"112.988272,28.190228"
迪拜,哈利法塔,4166645212,文化古迹,,热度 0.,"55.274188,25.197136"
山西·晋中·榆次区,后沟古村落,245065587,文化古迹,,热度 0.,"112.919302,37.761657"
河南·洛阳·洛龙区,洛阳白马寺,3773060417,文化古迹,4A景区,热度 0.,"112.609473,34.726745"
江苏·南京·白下区,朝天宫,3166899905,文化古迹,4A景区,热度 0.,"118.781699,32.040399"
湖北·襄阳·襄城区,古隆中,3228598317,文化古迹,4A景区,热度 1.,"112.041845,31.99698"
河南·南阳·西峡县,恐龙遗迹园,2117609957,文化古迹,5A景区,热度 0.,"111.692795,33.23493"
甘肃·酒泉·敦煌莫高窟,西千佛洞,820850103,文化古迹,,热度 0.,"94.371612,39.982233"
新疆·巴音郭楞·库尔勒市,罗布人村寨,1816191295,文化古迹,4A景区,热度 0.,"86.121885,41.06401"
山西·临汾·尧都区,尧庙,2690591401,文化古迹,4A景区,热度 0.,"111.502607,36.057412"
陕西·西安·临潼区,梦回大秦,381862437,文化古迹,,热度 0.,"109.26843,34.385235"
浙江·绍兴·绍兴古城,鲁迅故里,228220548,文化古迹,5A景区,热度 1.,"120.59214,29.998469"
山东·泰安·新泰市,新泰莲花山,1122809324,文化古迹,4A景区,热度 0.,"117.642377,35.97921"
江苏·镇江·润州区,西津渡历史文化街,3888620257,文化古迹,4A景区,热度 0.,"119.436605,32.221625"
河南·洛阳·西工区,周王城天子驾六博物馆,2246698306,文化古迹,3A景区,热度 0.,"112.449771,34.680019"
四川·阿坝藏族羌族自治州·理县,桃坪羌寨,1617017959,文化古迹,,热度 0.,"103.456298,31.564523"
陕西·汉中·勉县,汉中武侯墓风景区,1065101928,文化古迹,4A景区,热度 0.,"106.660676,33.130082"
广东·清远·佛冈县,佛冈观音山王山寺风景区,4255168361,文化古迹,,热度 0.,"113.489767,23.944098"
山西·运城·万荣县,李家大院,4180578257,文化古迹,4A景区,热度 0.,"110.731307,35.297387"
贵州·黔东南·从江县,岜沙苗寨,1794934291,文化古迹,,热度 0.,"108.873228,25.726854"
北京·北京·怀柔区,圣泉山,4257869066,文化古迹,,热度 0.,"116.588333,40.371208"
江西·景德镇·浮梁县,浮梁古县衙,3980334648,文化古迹,4A景区,热度 0.,"117.257663,29.373252"
江西·上饶·婺源,思溪延村,122950630,文化古迹,4A景区,热度 0.,"117.809973,29.345107"
河南·安阳·安阳县,袁林,3340649147,文化古迹,,热度 0.,"114.360872,36.13231"
江苏·泰州·姜堰市,溱潼古镇,3268751051,文化古迹,4A景区,热度 0.,"120.104311,32.656733"
江苏·南京·钟山风景区,美龄宫,312585100,文化古迹,,热度 0.,"118.85242916555,32.052003575182"
河南·安阳·汤阴县,岳飞庙,463987633,文化古迹,4A景区,热度 0.,"114.361069,35.926196"
福建·泉州·惠安县,崇武古城,2331892442,文化古迹,4A景区,热度 0.,"118.936188,24.8813"
湖南·长沙·望城县,靖港古镇,2868815686,文化古迹,4A景区,热度 0.,"112.79129,28.46227"
广东·清远·连南瑶族,千年瑶寨,1184826927,文化古迹,,热度 0.,"112.310135,24.587098"
广东·潮州·湘桥区,淡浮院,1337878442,文化古迹,4A景区,热度 0.,"116.706533,23.683279"
湖北·荆州·洪湖市,洪湖生态旅游风景区,1776813507,文化古迹,4A景区,热度 0.,"113.210804,29.936136"
浙江·宁波·镇海区,招宝山,86930908,文化古迹,4A景区,热度 0.,"121.731148,29.964855"
四川·遂宁·船山区,广德灵泉,2422861315,文化古迹,,热度 0.,"105.630017,30.526328"
广西·崇左·大新县,大新恩城山水风光,1953478133,文化古迹,,热度 0.,"107.10191445134,22.743483684453"
陕西·宝鸡·金台区,大唐秦王陵,2319398285,文化古迹,3A景区,热度 0.,"107.117706,34.402981"
河南·平顶山·鲁山县,中原大佛景区,1546699691,文化古迹,5A景区,热度 0.,"112.465789,33.774685"
浙江·绍兴·新昌县,新昌大佛寺,1246317217,文化古迹,4A景区,热度 0.,"120.89737,29.506979"
湖南·湘西·吉首市,乾州古城,1492476853,文化古迹,4A景区,热度 0.,"109.705056,28.262146"
陕西·宝鸡·岐山县,宝鸡周公庙,185242903,文化古迹,4A景区,热度 0.,"107.61853,34.454634"
加泰罗尼亚·巴塞罗那,巴特罗之家,963378636,文化古迹,,热度 0.,"2.165026,41.391871"
江苏·镇江·句容市,千华古村,3647006910,文化古迹,,热度 0.,"119.094538,32.134968"
广东·惠州·龙门县,南昆三寨谷,1290862941,文化古迹,,热度 0.,"113.955817,23.60005"
广西·桂林·阳朔县,图腾古道,2476829498,文化古迹,4A景区,热度 0.,"110.499448,24.754559"
北京·北京·丰台区,千灵山,2325542390,文化古迹,,热度 0.,"116.08564,39.87158"
广东·江门·开平市,开平碉楼,2567276127,文化古迹,,热度 0.,"112.586516,22.376606"
江苏·淮安·楚州区,淮安府署,3330828299,文化古迹,4A景区,热度 0.,"119.152085,33.516746"
福建·三明·泰宁县,古城·尚书第,23019910,文化古迹,,热度 0.,"117.184156,26.904089"
云南·迪庆·香格里拉县,独克宗古城,2812182934,文化古迹,,热度 0.,"99.711245,27.818577"
山西·运城·永济市,永济五老峰,2743884710,文化古迹,4A景区,热度 0.,"110.601816,34.804467"
北京·北京·故宫,珍宝馆,1577458228,文化古迹,,热度 0.,"116.403413,39.921947"
安徽·芜湖·鸠江区,鸠兹古镇,3226123305,文化古迹,,热度 0.,"118.473303,31.374645"
山西·忻州·五台山,广化寺,1950388616,文化古迹,,热度 0.,"113.606014,39.020132"
江苏·苏州·常熟市,虞山,2570257441,文化古迹,5A景区,热度 0.,"120.724459,31.667161"
河南·郑州·登封市,嵩山,1127102756,文化古迹,5A景区,热度 0.,"113.01488,34.523706"
山东·济南·章丘市,朱家峪民俗旅游区,2513080905,文化古迹,4A景区,热度 0.,"117.598251,36.665029"
四川·绵阳·游仙区,越王楼,2370299102,文化古迹,,热度 0.,"104.762706,31.475516"
陕西·渭南·韩城市,汉太史司马迁祠,3740780558,文化古迹,4A景区,热度 0.,"110.418165,35.378272"
湖南·长沙·岳麓区,爱晚亭,1644803781,文化古迹,,热度 0.,"112.944173,28.186842"
浙江·宁波·江北区,慈城古镇,949355381,文化古迹,,热度 0.,"121.457134,29.989679"
江苏·南京·秦淮区,甘家大院,582859540,文化古迹,,热度 0.,"118.787996,32.032603"
云南·西双版纳·景洪市,西双版纳大吉总佛寺,3273381066,文化古迹,,热度 0.,"100.81304,21.994712"
江苏·苏州·大阳山国家森林公园,大阳山文殊寺,997156198,文化古迹,,热度 0.,"120.474839,31.345723"
上海·上海·金山区,枫泾古镇,1281236317,文化古迹,4A景区,热度 0.,"121.023149,30.892415"
吉林·延边·敦化市,六鼎山文化旅游区,943689886,文化古迹,5A景区,热度 0.,"128.25024,43.32451"
云南·西双版纳·勐海县,勐景来,3577248375,文化古迹,3A景区,热度 0.,"100.05855,21.699909"
山东·烟台·昆嵛山国家森林公园,无染寺,2657698354,文化古迹,,热度 0.,"121.782761,37.228493"
陕西·西安·周至县,终南山古楼观,2858774947,文化古迹,,热度 0.,"108.335392,34.064947"
四川·绵阳·三台县,郪江古镇,3313343202,文化古迹,,热度 0.,"105.100486,30.769163"
湖北·恩施·坪坝营,坪坝营原生态休闲旅游区,1700484832,文化古迹,4A景区,热度 0.,"108.990824,29.440664"
山西·运城·永济市,鹳雀楼,781105660,文化古迹,4A景区,热度 0.,"110.277179,34.833102"
浙江·宁波·东钱湖,宁波东钱湖小普陀,3565738214,文化古迹,3A景区,热度 0.,"121.663567,29.775464"
江苏·苏州·沧浪区,沧浪亭,4154326681,文化古迹,,热度 0.,"120.631982,31.300658"
曼谷,美功铁道市场,2433237771,文化古迹,,热度 0.,"99.954616001985,13.429861983360999"
江苏·徐州·云龙区,汉文化景区,4144082463,文化古迹,4A景区,热度 0.,"117.228773,34.249545"
安徽·黄山·黟县,塔川,1303105918,文化古迹,,热度 0.,"118.014216,30.024012"
浙江·金华·武义县,千丈岩,3766616743,文化古迹,,热度 0.,"119.905847,28.767754"
江苏·泰州·海陵区,泰州凤城河景区,1263893184,文化古迹,4A景区,热度 0.,"119.933778,32.487871"
陕西·汉中·洋县,华阳古镇,2620374732,文化古迹,4A景区,热度 0.,"107.56913,33.575586"
山东·日照·莒县,浮来山,1623205422,文化古迹,4A景区,热度 0.,"118.745159,35.606198"
加泰罗尼亚·巴塞罗那,圣家堂,4006157565,文化古迹,,热度 0.,"41.403816,2.174349"
山东·烟台·昆嵛山国家森林公园,九龙池,1461206594,文化古迹,,热度 0.,"121.702638,37.301922"
四川·阿坝藏族羌族自治州·小金县,日隆镇,398843479,文化古迹,4A景区,热度 0.,"102.836688,31.000175"
内蒙古·呼和浩特·赛罕区,五塔寺,1606631816,文化古迹,3A景区,热度 0.,"111.671547,40.804554"
山西·阳泉·平定县,娘子关,4217481700,文化古迹,,热度 1.,"113.886837,37.971435"
辽宁·锦州·北镇市,青岩寺,2470094640,文化古迹,,热度 1.,"121.633058,41.467058"
北京·北京·房山区,云居寺,76397198,文化古迹,4A景区,热度 0.,"115.785016,39.613983"
新疆·吐鲁番·吐鲁番市,交河故城,3773579604,文化古迹,,热度 0.,"89.0774,42.954298"
河南·郑州·巩义市,青龙山慈云寺,3105254142,文化古迹,3A景区,热度 0.,"113.085386,34.68706"
山西·晋城·沁水县,柳氏民居,907317852,文化古迹,4A景区,热度 0.,"112.156957,35.564853"
北京·北京·海淀区,香山公园,3442278694,文化古迹,4A景区,热度 0.,"116.203098,39.996942"
天津·天津·蓟县,独乐寺,608879048,文化古迹,4A景区,热度 0.,"117.410073,40.05099"
江西·景德镇·珠山区,景德镇御窑厂国家考古遗址公园,1756040891,文化古迹,,热度 0.,"117.213784,29.301284"
浙江·衢州·龙游县,龙游石窟,1527614333,文化古迹,4A景区,热度 0.,"119.196547,29.06671"
北京·北京·延庆县,水关长城,1238813853,文化古迹,4A景区,热度 0.,"116.044362,40.344683"
浙江·嘉兴·南湖区,梅花洲景区,3622724002,文化古迹,4A景区,热度 0.,"120.85874,30.674676"
北京·北京·故宫,故宫讲解,186363884,文化古迹,,热度 0.,"116.403438,39.924455"
云南·红河·弥勒县,可邑,3071575944,文化古迹,,热度 0.,"103.373326,24.519569"
浙江·嘉兴·西塘古镇,石皮弄,1017116724,文化古迹,,热度 0.,"120.897872,30.950595"
武里府·芭堤雅,四方水上市场,2847208976,文化古迹,,热度 0.,"101.00070574134999,12.950148811942"
浙江·宁波·余姚市,天下玉苑,648062822,文化古迹,4A景区,热度 0.,"121.375556,29.945321"
安徽·宣城·绩溪县,徽杭古道,4104039431,文化古迹,4A景区,热度 0.,"118.775769,30.145473"
湖南·衡阳·衡阳县,石鼓书院,1787883420,文化古迹,3A景区,热度 0.,"112.623519,26.916938"
浙江·杭州·富阳市,龙门古镇,2170434762,文化古迹,4A景区,热度 0.,"119.956998,29.906072"
陕西·汉中·勉县,汉中武侯祠,404767929,文化古迹,3A景区,热度 1.,"106.641351,33.156517"
湖南·长沙·天心区,湖南省立第一师范学校旧址,2673677943,文化古迹,,热度 0.,"112.978337,28.181436"
江苏·徐州·云龙区,戏马台,4218575737,文化古迹,3A景区,热度 0.,"117.196584,34.261055"
海南·万宁,东山岭,3097683122,文化古迹,3A景区,热度 0.,"110.427807,18.808458"
河南·开封·龙亭区,山陕甘会馆,2999524335,文化古迹,,热度 0.,"114.359539,34.80343"
江苏·徐州·新沂市,窑湾古镇,2366331352,文化古迹,4A景区,热度 0.,"118.079437,34.186649"
河南·周口·淮阳县,伏曦太昊陵,2719438475,文化古迹,4A景区,热度 0.,"114.893598,33.753932"
福建·南平·武夷山市,下梅古村,381976207,文化古迹,,热度 0.,"118.052718,27.673665"
山东·临沂·蒙阴县,孟良崮,1456729113,文化古迹,4A景区,热度 0.,"118.192291,35.542895"
福建·漳州·漳州土楼群,和贵楼,1996599659,文化古迹,,热度 0.,"117.100109,24.663918"
安徽·池州·贵池区,杏花村,949232276,文化古迹,4A景区,热度 0.,"117.477931,30.649788"
山东·济宁·汶上县,宝相寺,3837381821,文化古迹,4A景区,热度 0.,"116.495109,35.736965"
福建·泉州·金门县,金门列岛,4280447481,文化古迹,,热度 0.,"118.428826,24.513486"
澳门·澳门·凼仔岛,澳门银河度假村,2138762840,文化古迹,,热度 0.,"113.566686,22.151352"
贵州·遵义·遵义县,海龙屯,2794908387,文化古迹,,热度 0.,"106.92909695548,27.726613695122"
四川·甘孜州·色达县,色达喇荣五明佛学院,3879091341,文化古迹,,热度 0.,"100.462021,32.143414"
广东·珠海·香洲区,梅溪牌坊,931310646,文化古迹,,热度 0.,"113.522515,22.291417"
上海·上海·嘉定区,檀园,3748316077,文化古迹,,热度 0.,"121.314903,31.298225"
安徽·滁州·凤阳县,明皇陵,1265603336,文化古迹,,热度 0.,"117.531895,32.821603"
四川·宜宾·翠屏区,李庄古镇,194780309,文化古迹,4A景区,热度 0.,"104.808612,28.809049"
江苏·常州·武进区,中华孝道园,1294458954,文化古迹,,热度 0.,"120.074255,31.480282"
山西·晋中·榆次区,榆次老城,2848569694,文化古迹,,热度 0.,"112.757853,37.685556"
河南·开封·铁塔公园,铁塔,841713238,文化古迹,,热度 0.,"114.376267,34.822768"
湖南·长沙·天心区,高正街,2532181507,文化古迹,,热度 0.,"112.987134,28.190879"
安徽·亳州·毫州市,花戏楼,3438931277,文化古迹,4A景区,热度 0.,"115.779926,33.890649"
江苏·苏州·吴中区,东山雕花楼,516350464,文化古迹,,热度 0.,"120.411242,31.084392"
加泰罗尼亚·巴塞罗那,米拉公寓,807734734,文化古迹,,热度 0.,"2.161962,41.395375"
河北·张家口·怀来县,鸡鸣驿古城,3107030394,文化古迹,,热度 0.,"115.323734,40.456204"
湖南·长沙·宁乡县,沩山密印寺,2684240088,文化古迹,3A景区,热度 0.,"111.977729,28.182727"
